PLAY #,ODK,DN,DIST,HASH,YARD LN,PLAY TYPE,RESULT,GN/LS,OFF FORM,OFF PLAY,OFF STR,PLAY DIR,GAP,PASS ZONE,DEF FRONT,COVERAGE,BLITZ,QTR
3357,O,3,2,R,-28,Run,Rush,4,LT TRIPS,IZ,L,R,A,,,,,
3358,O,1,10,R,-32,Pass,Incomplete,0,TRIPS,STREAK,R,R,,,,,,
3359,O,2,10,R,-32,Run,Penalty,-10,LT DBLS,OZ,BAL,R,C,,,,,
3360,O,2,20,R,-22,Pass,Interception,,LT TRIPS,VERTS,L,L,,8,,,,
3361,D,1,10,R,31,Run,Rush,-1,,INSIDE ZONE,,,,,,GREEN,SW PLUG,
3362,D,2,11,M,32,Run,Rush,-3,,INSIDE ZONE,,,,,,GREEN,BOUNDARY WA,
3363,D,3,14,M,35,Pass,Penalty,-5,,,,,,,,,FIELD SA,
3364,D,3,19,M,40,Pass,Complete,13,,PLAY ACTION,,,,,,GREEN,NO,
3365,D,4,6,R,27,Pass,Scramble,12,,SPRINTOUT,,,,,,GREEN,BOUNDARY WB,
3366,D,1,10,L,15,Run,Rush,1,,INSIDE ZONE,,,,,,GREEN,FIELD SA,
3367,D,2,9,L,14,Run,Rush,0,,INSIDE ZONE,,,,,,GREEN,NO,
3368,D,3,9,M,14,Pass,Penalty,-7,,DROPBACK,,,,,,GREEN,FIELD FC,
3369,D,3,16,L,21,Pass,Incomplete,0,,PLAY ACTION SPRINTOUT,,,,,,GREEN,FIELD FC,
3370,O,1,10,M,-20,Run,Rush,4,LT TRIO BACK,DUO,L,L,A,,,,,
3371,O,2,6,M,-24,Run,Rush,13,LT TRIPS,IZ,L,R,C,,,,,
3372,O,1,10,R,-37,Run,Rush,0,LT DBLS,CTR,BAL,R,B,,,,,
3373,O,2,10,R,-37,Pass,"Complete, TD",63,LT DBLS,STREAK,BAL,L,,7,,,,
3374,D,1,10,R,-35,Run,Rush,3,Trips load,,L,L,,,,,,1
3375,D,2,7,R,-38,Pass,Complete,14,Trips load,,L,L,,,,,,1
3376,D,1,10,L,48,Run,Rush,6,Trips Bunch Closed,,L,L,,,,,,1
3377,D,2,4,L,42,Run,Rush,2,Trips Bunch Closed,,L,L,,,,,,1
3378,D,3,2,L,40,Run,Rush,10,Trips load,,L,L,,,,,,1
3379,D,1,10,L,30,Pass,Scramble,11,Trips Closed,,R,R,,,,,,1
3380,D,1,10,R,19,Run,Rush,1,Twins Open,,L,L,,,,,,1
3381,D,2,9,R,18,Pass,Complete,17,Twins Open over Hip,,L,L,,,,,,1
3382,D,1,1,M,1,Run,Rush,0,DBL SLOT,,BAL,L,,,,,,1
3383,D,2,1,M,1,Run,Rush,-1,DBL SLOT,,BAL,L,,,,,,1
3384,D,3,2,M,2,Run,"Rush, TD",2,Twins closed hip,,R,L,,,,,,1
3385,O,1,10,R,-27,Run,Rush,1,DOS,NEVADA FRONT,R,R,,,,,,1
3386,O,2,9,R,-28,Pass,Incomplete,0,DOS,STOKE,R,L,,,,,,1
3387,O,3,9,R,-28,Run,Rush,45,TRIO BACK,SQUIRREL,L,R,,,,,,1
3388,O,1,10,R,27,Run,Rush,5,NASCAR BOSS,,R,R,,,,,,1
3389,O,2,5,R,22,Pass,Complete,8,LT TRIO BACK,DUKE FRONT,L,R,,,,,,1
3390,O,1,10,R,14,Run,Rush,1,LT TRACE,MINNESOTA,L,L,,,,,,1
3391,O,2,9,M,13,Run,"Rush, TD",13,ACE,OKLAHOMA,BAL,L,,,,,,1
3392,D,1,10,R,-31,Pass,Incomplete,0,Twins Open over Hip,,L,L,,,,,,1
3393,D,2,10,R,-31,,Penalty,-5,Trips Open,,L,,,,,,,1
3394,D,2,15,R,-26,Run,Rush,0,Trips Open,,L,L,,,,,,1
3395,D,3,15,R,-26,Pass,Complete,6,Twins Open,,L,L,,,,,,1
3396,O,1,10,L,-25,Pass,Complete,9,LT DING,BELT BOP FLOOD,L,R,,,,,,1
3397,O,2,1,R,-34,Run,Rush,0,LT TROFF ON,COUGAR HUG,L,R,,,,,,1
3398,O,3,1,R,-34,Run,Rush,-3,LT TRACE,MINNESOTA,L,L,,,,,,1
3399,D,1,10,L,-19,Run,Rush,29,DEUCE,,R,R,,,,,,1
3400,D,1,10,L,-48,Run,Penalty,-8,DEUCE,,R,L,,,,,,1
3401,D,1,18,L,-40,Run,Rush,13,DEUCE,,R,R,,,,,,1
3402,D,2,5,M,47,Pass,Incomplete,0,DOUBLES,,BAL,R,,,,,,1
3403,D,3,5,L,47,Run,Rush,7,Trips Closed,,R,L,,,,,,1
3404,D,1,10,M,40,Run,Rush,4,Trips Closed,,L,R,,,,,,1
3405,D,2,6,M,36,Pass,Incomplete,0,Trips Closed,,L,L,,,,,,1
3406,D,3,6,M,36,Run,Rush,2,Trips Closed,,L,L,,,,,,1
3407,D,4,4,L,34,,Penalty,-5,Trips Bunch Open,,R,,,,,,,1
3408,D,4,9,L,39,Pass,Complete,15,Twins Open,,R,R,,,,,,1
3409,D,1,10,M,24,Run,Rush,7,DEUCE,,R,R,,,,,,1
3410,D,2,3,M,17,Run,Rush,2,DBL FLANKER,,BAL,L,,,,,,1
3411,D,3,1,L,15,Run,Rush,7,Twins Wing,,R,R,,,,,,2
3412,D,1,8,R,8,Run,"Rush, TD",8,Trips Bunch Open,,R,R,,,,,,2
3413,O,1,10,M,-33,Run,Rush,-1,LT DOS BACK,COUGAR GUY,R,R,,,,,,2
3414,O,2,11,M,-32,Pass,Scramble,18,LT TRIO BACK,CAVS GLANCE,L,R,,,,,,2
3415,O,1,10,R,50,Pass,Complete,14,TRIO BACK,BURT,R,L,,,,,,2
3416,O,1,10,L,36,Run,Rush,2,LT TREY,ZIP FRONT,R,L,,,,,,2
3417,O,2,8,L,34,Pass,Interception,,TRIO BACK,SMASH,R,R,,,,,,2
3418,D,1,10,L,-7,Run,Rush,4,Twins Open over Hip,,R,R,,,,,,2
3419,D,2,6,M,-11,Run,Rush,2,Twins Open over Hip,,R,R,,,,,,2
3420,D,3,4,M,-13,Run,Rush,5,Trey Open,,R,R,,,,,,2
3421,D,1,10,R,-18,Pass,Complete,24,Twins Open over Hip,,L,L,,,,,,2
3422,D,1,10,L,-42,Pass,Incomplete,0,Trips Bunch Closed,,L,L,,,,,,2
3423,D,2,10,L,-42,Run,Rush,3,Twins open hip,,R,R,,,,,,2
3424,D,3,7,R,-45,Pass,Scramble,11,DOUBLES,,BAL,R,,,,,,2
3425,D,1,10,R,44,Run,Rush,5,Twins Open over Hip,,R,R,,,,,,2
3426,D,2,5,R,39,Pass,Complete,5,DOUBLES STACK,,BAL,L,,,,,,2
3427,D,1,10,M,34,Run,Rush,5,Twins open hip,,R,R,,,,,,2
3428,D,2,5,R,29,Run,Rush,1,Twins Open over Hip,,R,R,,,,,,2
3429,D,3,4,R,28,Pass,Complete,14,DOUBLES,,BAL,L,,,,,,2
3430,D,1,10,L,14,Pass,Penalty,-10,Twins Open over Hip,,R,R,,,,,,2
3431,D,2,20,L,24,Pass,Incomplete,0,Twins Open over Hip,,L,R,,,,,,2
3432,D,3,20,L,24,Pass,Complete,11,Twins Open over Hip,,R,R,,,,,,2
3433,O,1,10,R,-20,Run,Rush,-1,LT TROFF,DUKE,L,L,,,,,,2
3434,O,2,11,R,-19,Pass,Complete,13,TREY,ZIP,L,L,,,,,,2
3435,O,1,10,L,-32,Pass,Incomplete,0,LT TREY,TWIN,R,R,,,,,,2
3436,O,2,10,L,-32,Run,Rush,4,TRIO BACK,DEVIL,R,R,,,,,,2
3437,O,3,6,L,-36,Run,Rush,20,LT TREY,BEAR BIG Q BOSS,R,L,,,,,,2
3438,O,1,10,L,44,Pass,Incomplete,0,NASCAR STOKE,,R,R,,,,,,2
3439,O,2,10,L,44,Run,Rush,0,LT DOS BACK,AKRON REAM,R,L,,,,,,2
3440,O,3,10,L,44,Pass,Interception,,TRIO BACK,POKE,R,R,,,,,,2
3441,D,1,10,R,44,Pass,Complete,7,Trips Open,,L,L,,,,,,2
3442,D,2,3,L,37,Pass,Incomplete,0,Trips Open,,R,R,,,,,,2
3443,D,3,3,L,37,Run,"Rush, TD",37,Trey Open,,R,R,,,,,,2
3444,O,1,10,R,-20,Pass,Complete,14,LT TRIO BACK,CAVS GLANCE,L,R,,,,,,2
3445,O,1,10,R,-34,Pass,Incomplete,0,DOS BACK,SHOCK SLICE,BAL,L,,,,,,2
3446,O,2,10,R,-34,Pass,Complete,6,TREY,VERT,L,L,,,,,,2
3447,O,2,4,L,-40,Run,Rush,7,TRIO BACK,DEVIL Q,R,R,,,,,,2
3448,O,1,10,M,-47,Pass,Incomplete,0,TRIO BACK,VERT,R,R,,,,,,2
3449,O,2,10,M,-47,Pass,Sack,-6,TRIO BACK,CAVS GLANCE,R,R,,,,,,2
3450,O,3,16,M,-41,Pass,Complete,1,LT TREY 1,CRANK,L,R,,,,,,2
3451,D,1,10,L,-26,Run,Rush,6,Trey Open,,L,R,,,,,,2
3452,O,1,10,M,-20,Pass,Complete,3,ACE,SCOUT,BAL,L,,,,,,3
3453,O,2,7,L,-23,Run,Rush,3,ACE,AKRON,BAL,R,,,,,,3
3454,O,3,4,R,-26,Pass,Complete,5,TROFF,SCOUT,R,R,,,,,,3
3455,O,1,10,R,-31,Run,Rush,3,LT TROFF,DUKE,L,L,,,,,,3
3456,O,2,7,R,-34,Run,Rush,3,DING,ZIP REAM,R,L,,,,,,3
3457,O,3,4,M,-37,Pass,Complete,3,TROFF,BELT,L,R,,,,,,3
3458,O,4,1,R,-40,Run,Rush,8,LT TROFF OVER,DUKE Q FOLLOW,L,L,,,,,,3
3459,O,1,10,L,-48,Run,Rush,5,LT DING,BELT BOP FLOOD,L,R,,,,,,3
3460,O,2,5,R,47,Pass,Complete,9,LT TRACE YAK,COUGAR GUY,L,L,,,,,,3
3461,O,1,10,L,38,Pass,Complete,8,TRACE YAK,AKRON REAM,R,R,,,,,,3
3462,O,1,10,R,15,Run,Rush,4,LT TROFF BACK,COUGAR HUEY,L,R,,,,,,3
3463,O,2,6,R,11,Run,Rush,4,LT TROFF BACK,DUKE Q FOLLOW,L,R,,,,,,3
3464,O,3,2,R,7,Run,Rush,-1,TROFF,DEVIL,R,R,,,,,,3
3465,O,4,3,R,8,Run,"Rush, TD",8,LT DING,TEXAS Q BOSS,L,L,,,,,,3
3466,D,1,10,R,-44,Run,Rush,34,DEUCE,,R,L,,,,,,3
3467,D,1,10,R,22,Run,"Rush, TD",22,DEUCE,,R,R,,,,,,3
3468,O,1,10,R,-20,Run,Rush,6,LT TROFF,DUKE,L,L,,,,,,3
3469,O,2,4,M,-26,Pass,Complete,16,LT DING,AKRON REAM,R,R,,,,,,3
3470,O,1,10,R,-42,Run,Rush,5,LT TRACE YAK,ZIP REAM,L,R,,,,,,3
3471,O,2,5,R,-47,Run,Rush,2,DING,LONGHORN,R,R,,,,,,3
3472,O,3,3,R,-49,Run,Rush,2,DING,BLAZE NASA,R,R,,,,,,3
3473,O,4,1,R,49,Run,Rush,2,LT TROFF,DUKE,L,L,,,,,,3
3474,O,1,10,R,47,Pass,Scramble,9,TRACE,DBL POST,R,R,,,,,,3
3475,O,2,1,R,38,Run,Rush,10,LT TRACE YAK,COUGAR GUY,L,R,,,,,,3
3476,O,1,10,R,28,Run,Rush,3,DING,ZIP REAM,L,R,,,,,,3
3477,O,2,7,R,25,Run,"Rush, TD",25,LT TROFF,TEXAS Q BOSS,L,L,,,,,,3
3478,D,1,10,R,-27,Pass,Complete,14,DEUCE,,L,R,,,,,,3
3479,D,1,10,R,-41,Run,Rush,4,Trips Open,,L,R,,,,,,3
3480,D,2,6,R,-45,Pass,Scramble,12,DOUBLES,,BAL,R,,,,,,3
3481,O,1,10,R,-20,Run,Rush,6,LT TROFF,DUKE,L,L,,,,,,3
3482,O,2,4,M,-26,Run,Rush,7,TROFF BACK,DEVIL,R,R,,,,,,3
3483,O,1,10,R,-33,Pass,Incomplete,0,LT TROFF,SCOUT GO,L,R,,,,,,4
3484,O,2,10,R,-33,Run,Rush,4,LT TBO,OKLAHOMA Q BOSS,L,L,,,,,,4
3485,O,3,6,M,-37,Pass,Scramble,2,TROFF,SCOUT,R,R,,,,,,4
3486,O,4,4,R,-39,,Penalty,-5,,,R,,,,,,,4
3487,O,4,9,R,-34,Pass,Complete,60,TRIO BACK,OKIE GO,R,L,,,,,,4
3488,O,1,6,L,6,Run,"Rush, TD",6,LT DING,TEXAS Q BOSS,L,L,,,,,,4
3489,D,1,10,R,-30,Run,Rush,6,DEUCE,,R,L,,,,,,4
3490,D,2,4,R,-36,Run,Rush,0,DEUCE,,R,L,,,,,,4
3491,D,3,4,R,-36,Run,"Rush, TD",64,Trips Open,,R,L,,,,,,4
3492,O,1,10,L,-20,Run,Rush,9,LT DING,TEXAS,L,L,,,,,,4
3493,O,2,1,L,-29,Run,Rush,6,TRACE YAK,HOUSTON GUY,R,L,,,,,,4
3494,O,1,10,L,-35,Pass,Complete,12,TRACE YAK,FLOOD,R,R,,,,,,4
3495,O,1,10,R,-47,Pass,Penalty,20,DING,TOAST,R,L,,,,,,4
3496,O,1,5,R,33,Run,Rush,7,ACE,OKLAHOMA,BAL,L,,,,,,4
3497,O,1,10,L,26,Pass,Sack,-8,ACE,CRACK,BAL,L,,,,,,4
3498,O,2,18,L,34,Run,Rush,16,TROFF,DEVIL Q BOSS,L,R,,,,,,4
3499,O,3,2,R,18,Run,Rush,-2,DING,ZIP REAM,R,L,,,,,,4
3500,O,4,4,R,20,Run,Rush,1,LT TROFF,DUKE Q BOSS,L,L,,,,,,4
3501,D,1,10,M,-19,Pass,Complete,5,Trips Bunch Open,,L,L,,,,,,4
3502,D,2,5,L,-24,Run,Rush,12,DEUCE,,R,R,,,,,,4
3503,D,1,10,R,-36,Run,Rush,5,Trey Open,,L,L,,,,,,4
3504,D,2,5,M,-41,Run,Rush,0,Trey Open,,L,R,,,,,,4
3505,D,3,5,M,-41,Run,Rush,0,Trey Open,,L,L,,,,,,4
3506,O,1,10,L,41,Run,Rush,26,LT TRIO BACK,OKLAHOMA Z REVERSE,L,R,,,,,,4
3507,O,1,10,R,15,Pass,Complete,11,TREY,ZIP READ,L,L,,,,,,4
3508,O,1,4,L,4,Run,"Rush, TD",7,LT TREY,AKRON READ,R,R,,,,,,4
3509,D,1,10,L,-41,Pass,Complete,16,Trey Open,,L,L,,,,,,4
3510,D,1,10,L,43,Pass,Incomplete,0,DEUCE,,R,R,,,,,,4
3511,D,2,10,L,43,Run,Rush,9,Trips Open,,R,R,,,,,,4
3512,D,3,1,L,34,Run,Rush,0,,,,R,,,,,,4
3513,D,4,1,L,34,,Timeout,0,,,,,,,,,,4
3514,D,4,1,L,34,Run,Rush,5,DEUCE,,R,L,,,,,,4
3515,D,1,10,L,29,Pass,Complete,0,Twins Open over Hip,,L,L,,,,,,4
3516,D,2,10,L,29,Pass,Incomplete,0,DEUCE,,R,R,,,,,,4
3517,D,3,10,L,29,Run,Rush,6,DEUCE,,R,L,,,,,,4
3518,D,3,11,L,23,Run,Rush,5,Twins open hip,,R,L,,,,,,4
3519,D,1,10,L,-28,Run,Rush,5,TRIO BACK,INSIDE ZONE (RPO),,,,,3-4,WHITE,NO,1
3520,D,2,5,L,-33,Run,Penalty,15,,SPRINTOUT,,,,,,,,1
3521,D,1,10,L,-48,Run,Rush,-2,TRIO,PIN AND PULL,,,,,3-2,GREEN,NO,1
3522,D,2,12,M,-46,Pass,Complete,-3,DOS BACK,TUNNEL SCREEN,,,,,3-4,GREEN,NO,1
3523,D,3,15,L,-43,Pass,Interception,,TRIPS,PLAY ACTION,,,,,3-3,WHITE,SAW,1
3524,O,1,10,R,39,Run,Rush,19,,,,,,,,,,1
3525,O,1,10,M,20,Pass,Complete,-5,,,,,,,,,,1
3526,O,2,15,R,25,Pass,Incomplete,0,,,,,,,,,,1
3527,O,3,15,R,25,Pass,Incomplete,0,,,,,,,,,,1
3528,D,1,10,M,-20,Pass,Complete,9,TRIO BACK,OUTSIDE ZONE (RPO),,,,,3-2,GREEN,NO,1
3529,D,2,1,R,-29,Run,Rush,-1,LT TRIO,OUTSIDE ZONE,,,,,3-4,GREEN,NO,1
3530,D,3,2,L,-28,Pass,Complete,8,EMPTY,POWER (RPO),,,,,3-1,GREEN,NO,1
3531,D,1,10,R,-36,Pass,Complete,53,LT TRIO BACK,PLAY ACTION,,,,,3-4,BLUE,NO,1
3532,D,1,10,R,11,Run,Rush,2,,,,,,,,BLACK,,1
3533,D,2,8,L,9,Pass,Complete,3,LT DOS BACK,SPLIT ZONE (RPO),,,,,3-4,GREEN,NO,1
3534,D,3,5,R,6,Pass,Incomplete,0,EMPTY,DROPBACK,,,,,3-3,TAMPA,FIELD SC,1
3535,D,4,5,R,6,Pass,"Complete, TD",6,DOUBLES,DROPBACK,,,,,3-3,BLACK,BOUNDARY WC M1,1
3536,O,1,10,M,-27,Pass,Incomplete,0,,,,,,,,,,1
3537,O,2,10,M,-27,Run,Rush,13,,,,,,,,,,1
3538,O,1,10,M,-40,Run,Rush,7,,,,,,,,,,1
3539,O,2,3,M,-47,Pass,Complete,6,,,,,,,,,,1
3540,O,1,10,L,47,Run,Rush,6,,,,,,,,,,1
3541,O,2,4,L,41,Run,Rush,2,,,,,,,,,,1
3542,O,3,2,M,39,Run,Rush,6,,,,,,,,,,1
3543,O,1,10,M,33,Pass,Fumble,11,,,,,,,,,,1
3544,D,1,10,L,-36,,Penalty,-5,,,,,,,3-4,TAMPA,NO,1
3545,D,1,15,L,-31,Pass,Complete,10,LT DOS BACK,DROPBACK,,,,,3-4,TAMPA,NO,1
3546,D,2,5,L,-41,Run,Rush,55,TRIO BACK,REVERSE,,,,,3-4,GREEN,NO,1
3547,D,1,4,R,4,Run,Rush,3,DOS BACK,POWER,,,,,3-2,TAMPA,NO,1
3548,D,2,1,R,1,Run,"Rush, TD",1,TROFF,DUO,,,,,5-1,BLACK,,1
3549,O,1,10,M,-20,Run,Rush,-6,,,,,,,,,,1
3550,O,1,16,L,-14,Pass,Incomplete,0,,,,,,,,,,1
3551,O,2,16,L,-14,Run,Rush,3,,,,,,,,,,1
3552,O,3,13,L,-17,Pass,Incomplete,0,,,,,,,,,,1
3553,D,1,10,R,-39,Run,Rush,8,TREY,POWER (RPO),,,,,3-4,GREEN,BOUNDARY WB,1
3554,D,2,2,M,-47,Pass,Complete,12,NASCAR ALL,SPLIT ZONE (RPO),,,,,5-1,,FIELD WC,1
3555,D,1,10,L,41,Pass,Complete,27,DOS BACK,PLAY ACTION,,,,,3-4,GREEN,NO,1
3556,D,1,10,L,14,Pass,Complete,7,QUAD,POWER (RPO),,,,,3-3,TAMPA,NO,1
3557,D,2,3,R,7,Run,Rush,5,,SPLIT ZONE,,,,,,,,1
3558,D,1,2,R,2,Run,"Rush, TD",2,JUMBO,INSIDE ZONE,,,,,4-2,BLACK,NO,1
3559,O,1,10,M,-20,Pass,Complete,3,,,,,,,,,,2
3560,O,2,7,L,-23,Run,Rush,0,,,,,,,,,,2
3561,O,3,7,L,-23,Run,Rush,23,,,,,,,,,,2
3562,O,1,10,M,-46,Run,Rush,2,,,,,,,,,,2
3563,O,2,8,L,-48,Pass,Incomplete,0,,,,,,,,,,2
3564,D,1,10,R,-13,Run,Rush,5,LT TRIO BACK,OUTSIDE ZONE (RPO),,,,,3-3,GREEN,BOUNDARY WB,2
3565,D,2,5,R,-18,Run,Rush,0,TREY,OUTSIDE ZONE,,,,,3-4,GREEN,NO,2
3566,D,3,5,R,-18,Pass,Complete,8,DOUBLES,DROPBACK,,,,,3-4,GREEN,FIELD SC MB,2
3567,D,1,10,R,-26,Pass,Complete,-5,TREY,POWER (RPO),,,,,3-4,CLOUD,NO,2
3568,D,2,15,R,-21,Pass,Complete,-7,DOS BACK,COUNTER (RPO),,,,,3-4,,BOUNDARY MA,2
3569,D,1,22,L,-14,Pass,Complete,13,LT TREY,SPRINTOUT,,,,,5-1,ROLL,FIELD MA,2
3570,D,2,9,R,-27,Pass,Complete,2,,,,,,,,,NO,2
3571,D,1,10,L,29,Run,Rush,5,TRIO BACK,COUNTER (RPO),,,,,3-2,ROLL,FIELD SC MD,2
3572,D,2,15,L,34,Pass,Sack,5,DOS,INSIDE ZONE (RPO),,,,,3-3,WHITE,FIELD SC,2
3573,D,3,15,L,39,Pass,Incomplete,0,DOUBLES,DROPBACK,,,,,3-3,WHITE,FIELD SC MA,2
3574,D,4,15,L,39,Pass,Complete,-1,,DROPBACK,,,,,,,SAW,2
3575,O,3,9,L,-40,Pass,Complete,18,,,,,,,,,,2
3576,O,1,10,M,42,Pass,Complete,1,,,,,,,,,,2
3577,O,2,9,R,41,Pass,Complete,9,,,,,,,,,,2
3578,O,1,10,M,32,Run,Rush,3,,,,,,,,,,2
3579,O,2,7,M,29,Run,Rush,1,,,,,,,,,,2
3580,O,1,10,M,28,,Timeout,0,,,,,,,,,,2
3581,O,1,10,M,28,Run,Rush,10,,,,,,,,,,2
3582,O,2,10,L,18,Run,Rush,-2,,,,,,,,,,2
3583,O,3,12,L,20,Pass,Complete,11,,,,,,,,,,2
3584,O,4,1,R,9,Run,Rush,1,,,,,,,,,,2
3585,O,1,8,R,8,Run,Rush,-8,,,,,,,,,,2
3586,O,2,16,L,16,Pass,"Complete, TD",16,,,,,,,,,,2
3587,D,1,10,R,-35,Run,Rush,-15,LT DOS BACK,INSIDE ZONE,,,,,3-2,TAMPA,BOUNDARY WB,2
3588,D,1,10,R,-20,Pass,Incomplete,0,TREY,PLAY ACTION,,,,,3-4,GREEN,NO,2
3589,D,2,25,R,-20,Pass,Complete,2,EMPTY,TUNNEL SCREEN,,,,,3-1,TAMPA,NO,2
3590,D,3,23,M,-22,Pass,Complete,18,EMPTY,DROPBACK,,,,,6-0,,FIELD SB MC,2
3591,D,4,5,L,-40,,Penalty,-5,,,,,,,,,,2
3592,O,1,10,L,-37,Pass,Complete,13,,,,,,,,,,2
3593,O,1,10,M,50,Run,Rush,9,,,,,,,,,,2
3594,O,2,1,R,41,Pass,Penalty,15,,,,,,,,,,2
3595,O,1,10,R,26,Run,Rush,2,,,,,,,,,,2
3596,O,2,8,R,24,Pass,Complete,3,,,,,,,,,,2
3597,O,3,5,L,21,Pass,Incomplete,0,,,,,,,,,,2
3598,O,4,5,L,21,Run,Fumble,1,,,,,,,,,,2
3599,D,1,10,R,-19,Pass,Incomplete,0,DOS BACK,INSIDE ZONE (RPO),,,,,3-3,GREEN,SAW,2
3600,D,2,10,R,-19,Pass,Complete,11,DOS BACK,COUNTER (RPO),,,,,3-4,GREEN,NO,2
3601,D,1,10,L,-30,Pass,Incomplete,0,DOS BACK,DROPBACK,,,,,3-3,CLOUD,FIELD SC,2
3602,D,2,10,L,-30,Pass,Complete,14,TRIPS,SLIP SCREEN,,,,,3-3,,BOUNDARY WA,2
3603,D,1,10,L,-44,Pass,Incomplete,0,TRIPS,DROPBACK,,,,,3-2,GREEN,MW LOOP,2
3604,D,2,10,L,-44,Pass,Complete,9,LT DOS,PLAY ACTION,,,,,3-4,,FIELD MB,2
3605,D,3,1,R,47,Pass,Interception,,DOUBLES,DROPBACK,,,,,3-1,PREVENT,,2
3606,O,1,10,L,-18,Run,Rush,7,,,,,,,,,,3
3607,O,2,3,M,-25,Run,Rush,2,,,,,,,,,,3
3608,O,3,1,M,-27,Run,Rush,6,,,,,,,,,,3
3609,O,1,10,M,-33,Pass,Fumble,1,,,,,,,,,,3
3610,D,1,10,R,-37,Run,Rush,2,LT TRIPS,INSIDE ZONE (RPO),,,,,3-2,CLOUD,NO,3
3611,D,2,8,R,-39,Pass,Incomplete,0,TRIPS,DROPBACK,,,,,3-3,CLOUD,NO,3
3612,D,3,8,R,-39,Pass,Incomplete,0,DOUBLES,DROPBACK,,,,,3-3,GREEN,SAW MA,3
3613,O,1,10,M,-20,Run,Rush,28,,,,,,,,,,3
3614,O,1,10,M,-48,Pass,Complete,9,,,,,,,,,,3
3615,O,2,1,R,43,Run,Rush,3,,,,,,,,,,3
3616,O,1,10,R,40,Run,Rush,1,,,,,,,,,,3
3617,O,2,9,R,39,Pass,Complete,15,,,,,,,,,,3
3618,O,1,10,L,24,Pass,Incomplete,0,,,,,,,,,,3
3619,O,2,10,L,24,Run,Rush,4,,,,,,,,,,3
3620,O,3,6,M,20,Run,Rush,1,,,,,,,,,,3
3621,D,1,10,M,-20,Run,Rush,-1,LT DOS,GT COUNTER (RPO),,,,,3-2,,NO,3
3622,D,2,11,L,-19,Pass,Complete,10,EMPTY,DROPBACK,,,,,3-2,,NO,3
3623,D,3,1,L,-29,Run,Rush,3,DOS BACK,COUNTER,,,,,3-3,,FIELD SC MD,3
3624,D,1,10,L,-32,Pass,"Complete, TD",68,DOS BACK,DROPBACK,,,,,3-3,,NO,3
3625,O,1,10,R,-24,Pass,Complete,1,,,,,,,,,,3
3626,O,2,9,R,-25,Pass,Complete,1,,,,,,,,,,3
3627,O,3,8,M,-26,Pass,Complete,16,,,,,,,,,,3
3628,O,1,10,R,-42,Run,Rush,25,,,,,,,,,,3
3629,O,1,10,L,33,Run,Rush,15,,,,,,,,,,3
3630,O,1,10,L,18,Run,Rush,11,,,,,,,,,,3
3631,O,2,7,L,7,Run,Rush,0,,,,,,,,,,3
3632,O,3,7,L,7,Run,Rush,3,,,,,,,,,,3
3633,O,4,4,R,4,Run,Rush,-1,,,,,,,,,,3
3634,D,1,10,L,-3,Pass,Incomplete,0,TRACE,INSIDE ZONE (RPO),,,,,5-1,,FIELD SC,3
3635,D,2,10,L,-3,Pass,Complete,26,TRACE,PLAY ACTION,,,,,5-1,,SAW,3
3636,D,1,10,R,-29,Run,Rush,10,LT TRACE,PIN AND PULL,,,,,5-1,,SAW,3
3637,D,1,10,L,-39,Run,Rush,12,TRACE,PIN AND PULL,,,,,3-3,,NO,3
3638,D,1,10,M,49,Run,Rush,7,TRACE,INSIDE ZONE,,,,,5-1,,SAW,3
3639,D,2,3,M,42,Run,Rush,18,TRACE,,,,,,5-1,,,3
3640,D,1,10,M,24,Run,Rush,7,TRACE,INSIDE ZONE,,,,,5-1,,,3
3641,D,2,3,M,17,Pass,"Complete, TD",17,TRACE,PLAY ACTION,,,,,4-2,,NO,3
3642,O,1,10,L,-14,Pass,Complete,13,,,,,,,,,,3
3643,O,1,10,R,-27,Pass,Complete,13,,,,,,,,,,3
3644,O,1,10,R,-40,Run,Rush,2,,,,,,,,,,3
3645,O,2,8,R,-42,Pass,Complete,2,,,,,,,,,,3
3646,O,3,6,M,-44,Pass,Complete,-13,,,,,,,,,,4
3647,O,4,19,L,-31,Pass,Interception,,,,,,,,,,,4
3648,D,1,10,R,44,Run,Rush,4,LT TRACE,POWER (RPO),,,,,5-2,,SAW,4
3649,D,2,6,R,40,Pass,Complete,-7,LT TRACE,INSIDE ZONE (RPO),,,,,4-2,,BOUNDARY WC,4
3650,D,3,13,L,47,Pass,Complete,2,LT DOS BACK,DROPBACK,,,,,5-1,,FIELD SC MD,4
3651,D,4,11,L,45,Pass,Complete,13,DOUBLES,DROPBACK,,,,,3-3,,FIELD SC,4
3652,D,1,10,R,32,Run,Rush,6,LT TRACE,PIN AND PULL,,,,,5-1,,SAW,4
3653,D,2,4,R,26,Pass,Complete,7,LT TRACE YAK,COUNTER (RPO),,,,,3-4,,BOUNDARY SC WD,4
3654,D,1,10,L,19,Run,Rush,-2,LT DING,PIN AND PULL,,,,,5-1,,NO,4
3655,D,2,12,L,21,Run,Rush,3,TROFF OVER,OUTSIDE ZONE,,,,,3-4,,NO,4
3656,D,3,9,M,18,Pass,Incomplete,0,LT DOS,SPRINTOUT,,,,,3-4,,NO,4
3657,O,1,10,M,-20,Pass,Complete,7,,,,,,,,,,4
